name,perfume_url,brand,type,year,gender,family,image_url,concentration,facettes,date_creation,parfumeurs,description_title,description_text,notes_tete,notes_coeur,notes_fond
Yes I Am Fabulous,https://www.olfastory.com/parfum/yes-i-am-fabulous,Cacharel,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/yes-i-am-fabulous-eau-de-parfum-cacharel.jpg?itok=bV28BUBq,Eau de parfum,Gourmande,2020,Honorine Blanc,Yes I am Fabulous : Un nouveau rouge a lèvre Cacharel très gourmand,"Yes I am Fabulous : Un nouveau rouge a lèvre Cacharel très gourmandTout comme la mode, la parfumerie est en constante mutation. Autrefois, les femmes appréciaient les fragrances légères, mettant en exergue leur poésie et leur classe naturelle, sans pour autant trop en faire. Aujourd'hui, en revanche, les femmes possèdent un tempérament plus affirmé.",Mûre,Héliotrope,Lait chaud;Noisette
La Nuit Trésor Nude,https://www.olfastory.com/parfum/la-nuit-tresor-nude,Lancôme,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/la-nuit-tresor-nude-eau-de-toilette-lancome.jpg?itok=ns3Yucrj,Eau de toilette,Fleurie,2020,Inconnu,La Nuit Trésor Nude : Le nouveau parfum fleuri et fruité de Lamcôme,"La Nuit Trésor Nude : Le nouveau parfum fleuri et fruité de LamcômeLa Nuit Trésor est né en 2015, telle une fascinante énigme. À l'époque, il était, des dires de Lancôme, inspiré « d'une rencontre entre deux étoiles irrémédiablement aimantées et attirées l'une vers l'autre, et entrant en collision ». Aujourd'hui, l'histoire est toute autre…",Bergamote,Rose,Noix de coco;Vanille
This Is Love ! Pour Elle,https://www.olfastory.com/parfum/love-pour-elle,Zadig & Voltaire,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/this-is-love-pour-elle-eau-de-parfum-zadig-voltaire.jpg?itok=6_4ePeFe,Eau de parfum,Fleurie,2020,Sidonie Lancesseur,"This is love ! Pour Elle, le nouveau parfum fleuri et gourmand de Zadig & Voltaire","This is love ! Pour Elle, le nouveau parfum fleuri et gourmand de Zadig & VoltaireC’est sur la rive gauche de la Seine, et plus précisément au cœur de Saint-Germain-des-Prés, que la maison Zadig & Voltaire décida de fonder sa première boutique, en 1996. D'abord spécialisée dans le prêt-à-porter féminin, l'enseigne s'illustre aujourd'hui aussi dans le monde très sélectif de la parfumerie.",Gingembre,Violette;Vanille,Santal
Modern Princess Blooming,https://www.olfastory.com/parfum/modern-princess-blooming,Lanvin,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/modern-princess-blooming-eau-de-toilette-lanvin.jpg?itok=3dzQJPc5,Eau de toilette,Fruitée,2020,Nathalie Lorson,Modern Princess Blomming : La nouvelle eau de toilette fleurie de Lanvin,"Modern Princess Blomming : La nouvelle eau de toilette fleurie de LanvinCréée en 1889 par Jeanne Lanvin, la maison éponyme est l'une des plus grandes marques françaises. Pour l'anecdote, elle est même la plus ancienne maison de couture française à être encore en activité !",Pastèque;Mandarine;Pamplemousse,Osmanthus;Rose;Jasmin,Muscs blancs;Cèdre
Le Parfum Essentiel,https://www.olfastory.com/parfum/le-parfum-essentiel,Elie Saab,Eau de parfum,2020,Femme,Chyprée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/elie-saab-le-parfum-essentiel-eau-de-parfum.jpg?itok=wL3CKnDo,Eau de parfum,Fleurie,2020,Maïa Lernout,Le Parfum Essentiel : Le nouveau parfum d'Elie Saab aux odeurs d'été,"Le Parfum Essentiel : Le nouveau parfum d'Elie Saab aux odeurs d'étéElie Saab a exprimé une vocation très précoce pour le stylisme. Bien qu'étant issu d'un milieu modeste, il a rapidement tout mis en œuvre pour accomplir son rêve : monter son propre atelier de couture et se hisser dans les plus hautes sphères de la mode.",Fleur d'Oranger;Mandarine,Gardénia,Patchouli;Cèdre
In Love With You Freeze,https://www.olfastory.com/parfum/love-you-freeze,Armani,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/in-love-with-you-freeze-eau-de-parfum-armani_0.jpg?itok=lr7V0YwS,Eau de parfum,Fleurie,2020,Inconnu,In Love With You Freeze : La nouvelle eau de parfum de Giorgio Armani,"In Love With You Freeze : La nouvelle eau de parfum de Giorgio ArmaniEn parfumerie, il n'est pas rare de voir des parfums présentés par paires. Ainsi, ces fragrances masculines et féminines forment des duos indissociables, comme des couples iconiques, conçus pour entrer dans la légende.",Mandarine;Poire;Cerise;Bergamote,Muguet;Pivoine;Jasmin,Notes Boisées;Muscs blancs;Vétiver;Patchouli
Flower By Kenzo Poppy Bouquet,https://www.olfastory.com/parfum/flower-kenzo-poppy-bouquet,Kenzo,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/poppy-bouquet-eau-de-toilette-flower-by-kenzo_0.jpg?itok=Mo35bQJ3,Eau de toilette,Fleurie,2020,Alberto Morillas,Une nouvelle eau de toilette très fleurie aparaît chez Kenzo,"Une nouvelle eau de toilette très fleurie aparaît chez KenzoCréé pour célébrer le passage de Kenzo l'an 2000, Flower By Kenzo nous raconte l'histoire d'une fleur bien singulière : le coquelicot. N'avez-vous jamais constaté que cette plante ne libérait aucune odeur ? Il fallait donc bien de l'audace pour oser en faire un parfum…",Nashi pear,Rose,Amande
Euphoria Blush,https://www.olfastory.com/parfum/euphoria-blush,Calvin Klein,Eau de parfum,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/euphoria-blus-calvin-klein.jpg?itok=U3Udf57r,Eau de parfum,Fruitée,2020,Raymond Chaillan;Yves Cassar,Euphoria Blush : Le nouveau parfum sensuel de Calvin Klein,"Euphoria Blush : Le nouveau parfum sensuel de Calvin KleinL'euphorie fait écho à une sensation de bien-être et de bonheur absolu, comme un objectif ultime à atteindre pour chacun d'entre nous. Or, c'est précisément de ce sentiment que c'est inspiré Calvin Klein pour confectionner son parfum Euphoria, en 2005.",Framboise;Mûre;Mandarine,Rose;Jasmin;Orchidée,Notes Boisées;Ambre;Chocolat
Miss Dior Rose N'Roses,https://www.olfastory.com/parfum/miss-dior-rose-nroses,Christian Dior,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/miss-dior-rose-n-roses-nouveau-dior.jpg?itok=QVLSlfDd,Eau de toilette,Hespéridée,2020,François Demachy,Miss Dior Rose N' Roses : L'odeur d'un champ de fleurs dans un flacon Dior,"Miss Dior Rose N' Roses : L'odeur d'un champ de fleurs dans un flacon DiorEn 1947, Christian Dior bouleversa la mode, en faisant naître l'élégance du New-Look. Dans le même temps, il décida d'assortir ses créations couture d'un parfum nommé Miss Dior. Indéniablement, il s'agit à ce jour d'une icône symbolisant le style et l'attitude audacieuse de la femme Dior.",Bergamote;Géranium;Mandarine,Rose,Muscs blancs
Nomade Absolu de Parfum,https://www.olfastory.com/parfum/nomade-absolu-de-parfum,Chloé,Eau de parfum,2020,Femme,Chyprée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/nomade-absolu-de-parfum-chloe.jpg?itok=7QQq2M-_,Eau de parfum,Fruitée,2020,Quentin Bisch,Nomade Absolu : Chloé opte pour une fragrance plus intense,"Nomade Absolu : Chloé opte pour une fragrance plus intenseLa maison Chloé est réputée dans le monde entier pour son élégance et sa poésie. Pourtant, depuis quelques années déjà, il semblerait que l'enseigne ait également décidé de faire flotter un vent de liberté sur ses clientes. Le parfum Nomade, comme le suggère son nom, incite les femmes à se tourner vers l'inconnu et à se nourrir de nouvelles expériences.",Mirabelle,Davana;Mousse de chêne,Musc;Santal
Nina Collector Noël 2019,https://www.olfastory.com/parfum/nina-collector-noel-2019,Nina Ricci,Eau de toilette,2019,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/nina-eau-de-toilette-nina-ricci_0.jpg?itok=6Tzj9r4_,Eau de toilette,Fruitée,2019,Olivier Cresp;Jacques Cavallier,Nina Collector: Son flacon festif et pétillant,"Nina Collector: Son flacon festif et pétillantDepuis la création du parfum « L’Air du Temps », symbole d'une femme épanouie et libre, Nina Ricci se plaît à nous dépeindre différents portraits d'une jeune parisienne. Tous ont en commun de nous entraîner dans un univers merveilleux, rempli d'onirisme et de poésie.",Citron;Limette,Rose;Pomme;Jasmin;Framboise;Fraise,Vanille;Muscs blancs;Praline;Caramel
Luna Collector Noël 2019,https://www.olfastory.com/parfum/luna-collector-noel-2019,Nina Ricci,Eau de toilette,2019,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/luna-eau-de-toilette-nina-ricci.jpg?itok=86RHp-RX,Eau de toilette,Gourmande,2019,Christophe Raynaud;Marie Salamagne,Un esprit de festivité pour Luna collector,"Un esprit de festivité pour Luna collectorNina Ricci… Ce seul nom suffit à faire voyager notre imaginaire dans un monde poétique et merveilleux ! Depuis sa création, l'enseigne confectionne des parfums tous plus féeriques les uns que les autres. C'est ainsi que Nina a vu le jour, en 2006.",Citron;Fleur d'Oranger,Poire;Jasmin;Immortelle;Caramel,Muscs blancs;Réglisse;Vanille;Santal
Bella Collector Noël 2019,https://www.olfastory.com/parfum/bella-collector-noel-2019,Nina Ricci,Eau de toilette,2019,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/bella-collector-eau-de-toilette-nina-ricci.jpg?itok=_razYyEa,Eau de toilette,Fruitée,2019,Louise Turner;Sonia Constant,Un esprit festif pour Bella Collector,"Un esprit festif pour Bella CollectorVous possédez l'âme d'une jeune femme insouciante ? Vous aimez les accents gourmands et la poésie ? Les parfums Nina Ricci sont faits pour vous ! Ces derniers ont le don de nous transporter dans un univers féerique, tout en ravivant nos souvenirs d'enfance.",Mandarine;Rhubarbe;Citron,Rose;Freesia,Muscs blancs;Vanille
Black Opium Neon,https://www.olfastory.com/parfum/black-opium-neon,Yves Saint Laurent,Eau de parfum,2019,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/black-opium-neon-yves-saint-laurent-eau-de-parfum_0.jpg?itok=swTJPVz6,Eau de parfum,Gourmande,2019,Inconnu,Black Opium Neon: La nouvelle création de Yves Saint Laurent,"Black Opium Neon: La nouvelle création de Yves Saint LaurentYves Saint-Laurent était un personnage à la personnalité haute en couleurs. Derrière son apparence timide et introvertie, il dissimulait en réalité un esprit très créatif et tempétueux. Or, c'est précisément cette double facette qu'il a toujours taché de mettre en avant dans ses créations.",Pitaya,Fleur d'Oranger,Café
So Repetto,https://www.olfastory.com/parfum/so-repetto,Repetto,Eau de toilette,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/so-repetto-eau-de-toilette_0.jpg?itok=8cwLQirX,Eau de toilette,Fleurie,2020,Inconnu,So repetto: Une nouveautée très colorée,"So repetto: Une nouveautée très coloréeDepuis 1947, les ballerines de Repetto font le bonheur des danseuses aux quatre coins du globe. Produit emblématique de la maison, elles répondent à des exigences très poussées et son issues d'un savoir-faire inégalé. Les artisans façonniers de Repetto œuvrent dans le plus pur respect de la tradition, tout en répondant aux nouvelles exigences du XXIe siècle.",Poivre Rose,Iris,Bois de Cachemire
Classique Pin-Up,https://www.olfastory.com/parfum/classique-pin,Jean-Paul Gaultier,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/jean-paul-gaultier-ea-de-parfum-classique-pin-up.jpg?itok=ndfJ_QdQ,Eau de parfum,Gourmande,2020,Inconnu,La nouvelle Pin Up de Jean-Paul Gaultier,"La nouvelle Pin Up de Jean-Paul GaultierCréé en 1993, Le Classique est à ce jour le plus grand parfum féminin de Jean-Paul Gaultier. Il est aussi la première composition pour femme à avoir été confectionnée par le créateur… Pour ses deux précédentes raisons, Jean-Paul Gaultier le remet régulièrement à l'honneur et en élabore des éditions limitées.",Gingembre,Vanille,Ambre
Gucci Bloom Ambrosia Di Fiori,https://www.olfastory.com/parfum/gucci-bloom-ambrosia-di-fiori,Gucci,- 2019,Inconnu,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/gucci-bloom-ambrosia-di-fiori.jpg?itok=TPgCt2hh,Inconnu,Fleurie,2019,Alberto Morillas,Gucci Bloom: son nouveau parfum fleuri intense,"Gucci Bloom: son nouveau parfum fleuri intenseEn 2017, la maison Gucci donné naissance au parfum Gucci Bloom. Cette première création était très attendue car elle marquait la première collaboration entre le parfumeur Alberto Morillas, et le nouveau directeur artistique de Gucci, Alessandro Michele. Or, le succès fut immédiatement au rendez-vous.",Jasmin;Chèvrefeuille,Tubéreuse,Iris;Rose
Si Passione Intense,https://www.olfastory.com/parfum/si-passione-intense,Armani,Eau de parfum,2020,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/si-passione-intense-eau-de-parfum-armani.jpg?itok=bGNIONnF,Eau de parfum,Fleurie,2020,Julie Massé,Armani: sa nouvelle eau de parfum intense,"Armani: sa nouvelle eau de parfum intenseGiorgio Armani est un amoureux inconditionnel des femmes. Voilà pourquoi, depuis maintenant de nombreuses années, il ne cesse de leur rendre hommage. C'est précisément pour ces dernières qu'il a élaboré le parfum Si, en 2013, et Si passione en 2017 comme une ode à la féminité et à ses multiples visages.",Cassis,Jasmin,Muscs blancs;Patchouli;Vanille;Cèdre
Flor Del Sol,https://www.olfastory.com/parfum/flor-del-sol,Escada,Eau de toilette,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/escada-flor-del-sol-eau-de-toilette.jpg?itok=Xo0Rb-vO,Eau de toilette,Fruitée,2020,Inconnu,Comme un goût de vacances avec le nouveau parfum d'Escada,"Comme un goût de vacances avec le nouveau parfum d'EscadaL'été est votre saison préférée ? Dans ce cas, vous devriez être séduite par le nouveau parfum de la maison Escada… D'abord créatrice de vêtements, l'enseigne s'est finalement spécialisée dans la création de parfums et est reconnue dans le monde entier pour ses éditions limitées estivales.",Grenade;Orange,Dahlia,Santal
Coach Dreams,https://www.olfastory.com/parfum/coach-dreams,Coach,Eau de parfum,2020,Femme,Fleurie,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/coach-dreams-eau-de-parfum.jpg?itok=KQUR90_9,Eau de parfum,Fruitée,2020,Antoine Maisondieu,Coach Dreams: une nouvelle vague de fraîcheur,"Coach Dreams: une nouvelle vague de fraîcheurLa maison Coach a été créée en 1941. D'abord spécialisée dans la maroquinerie, elle n'a cessé de se réinventer au fil des décennies pour conquérir sans cesse une clientèle jeune et dynamique. Il faut dire que la marque est particulièrement attachée à la ville de New York, une cité qui rayonne par son dynamisme et son effervescence.",Bigarade;Poire,Gardénia,Notes Boisées;Ambroxan
Salute !,https://www.olfastory.com/parfum/salute,Parfum d'Empire,Eau de parfum,2019,Femme,Boisée,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/salute-parfum-d-empire.jpg?itok=y6XjCU9I,Eau de parfum,Hespéridée,2019,Marc-Antoine Corticchiato,Inconnu,Marc-Antoine Corticchiato a fondé sa maison Parfum d’empire de façon a créé les senteurs enivrantes singulières dont il a toujours rêvé.,Citron;Mandarine;Pamplemousse,Lie de vin;Feuille de vigne;Iris,Mousse de chêne;Chêne
Immortelle Corse,https://www.olfastory.com/parfum/immortelle-corse,Parfum d'Empire,Extrait,2019,Femme,Aromatique,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/immortelle-corse-parfum-d-empire.jpg?itok=DdK0XLl8,Extrait,Hespéridée,2019,Marc-Antoine Corticchiato,Marc-Antoine présent le parfum Immortelle Corse,"Marc-Antoine présent le parfum Immortelle CorseChaque parfum de la maison Parfum d’Empire nous fait découvrir un univers singulier, entre une histoire rêvée et l’Histoire, entre un souvenir d’enfance et une émotion d’adulte.",Citron;Abricot,Safran,Immortelle;Mousse de chêne
Classique Boule à Neige 2019,https://www.olfastory.com/parfum/classique-boule-neige-2019,Jean-Paul Gaultier,Eau de toilette,2019,Femme,Orientale,https://www.olfastory.com/sites/www.olfastory.com/files/styles/300x300/public/classique-jean-paul-gaultier-boule-a-neige-noel-2019-dans-boule.jpg?itok=I0Opu3LH,Eau de toilette,Fleurie,2019,Jacques Cavallier,Classique JPG revient dans une nouvelle Boule à Neige,"Classique JPG revient dans une nouvelle Boule à NeigePour les petits comme pour les grands, les fêtes de Noël sont une période propice à la rêverie et à la poésie. Or, comme Jean-Paul Gaultier est un créateur qui n'a jamais perdu son âme d'enfant, il ne rate pas une occasion de célébrer cette fête comme il se doit !",Fleur d'Oranger;Bergamote;Citron;Mandarine,Jasmin;Tubéreuse;Ylang-Ylang;Gingembre,Vanille;Cèdre;Cannelle;Ambre
